"tramite_audiencia_name","tramite_audiencia_date","tramite_audiencia_numero_processo"
"PERÍCIA","2017-03-16",""
"PERÍCIA","2017-03-20","001/1.16.0096320-0"
"JULGAMENTO","2017-02-21","5072244-05.2015.4.04.7100"
"JULGAMENTO","2017-02-21","5072760-25.2015.4.04.7100"
"INSTRUÇÃO","2018-09-17",""
"JULGAMENTO","2018-03-22",""
"JULGAMENTO","2017-02-21","5079287-90.2015.4.04.7100"
"JULGAMENTO","2017-02-22","5054487-21.2016.4.04.0000"
"JULGAMENTO","2017-01-26","0001196-25.2013.5.04.0030"
"INSTRUÇÃO","2017-02-06","0020837-72.2016.5.04.0101"
"PERÍCIA","2017-03-30","001/1.17.0011242-3"
"PERÍCIA","2017-03-31",""
"PERÍCIA","2017-04-03","008/1.14.0016825-8"
"PERÍCIA","2017-04-03",""
"JULGAMENTO","2017-02-08","0021478-50.2014.5.04.0030"
"OITIVA DE TESTEMUNHAS","2017-02-09","CP0021730-58.2016.5.04.0232"
"PERÍCIA","2017-02-14","001/1.16.0143821-5"
"JULGAMENTO","2017-02-22","0021729-68.2014.5.04.0030"
"PERÍCIA","2017-02-23",""
"PERÍCIA","2017-02-24",""
"JULGAMENTO","2017-02-16","0001101-92.2013.5.04.0030"
"JULGAMENTO","2017-02-16","001/1.15.0028508-1"
"OITIVA DE TESTEMUNHAS","2018-03-06","CP0001394-10.2017.5.12.0027"
"JULGAMENTO","2018-10-04","0020564-33.2017.5.04.0821"
"INICIAL","2018-03-23","0021218-74.2017.5.04.0124"
"INSTRUÇÃO","2017-04-24","001/1.15.0090992-1"
"INSTRUÇÃO","2017-10-04","0021297-56.2016.5.04.0102"
"INICIAL","2018-02-06","0021082-49.2017.5.04.0101"
"PERÍCIA","2017-02-14","001/1.16.0143829-0"
"PERÍCIA","2017-02-16",""
"PERÍCIA","2017-02-16","0022001-91.2016.5.04.0030"
"INSTRUÇÃO","2017-10-30","0021492-11.2016.5.04.0015"
"PERÍCIA","2017-10-18","9019416-40.2017.8.21.0001"
"PERÍCIA","2017-02-20",""
"PERÍCIA","2017-03-07","001/1.13.0077159-4"
"PERÍCIA","2017-03-08","010/1-13-0020957-7"
"PERÍCIA","2017-04-20",""
"PERÍCIA","2018-10-31",""
"PERÍCIA","2017-03-13",""
"JULGAMENTO","2017-03-09","0020379-11.2015.5.04.0030"
"JULGAMENTO","2017-03-08","5000557-56.2016.4.04.7124"
"INICIAL","2017-04-26",""
"JULGAMENTO","2017-02-21","5039384-14.2016.4.04.7100"
"PERÍCIA","2017-03-21",""
"JULGAMENTO","2017-02-22","0020331-30.2014.5.04.0663"
"PERÍCIA","2017-02-23",""
"INICIAL","2017-02-22",""
"PERÍCIA","2017-04-20",""
"PERÍCIA","2017-04-27",""
"PERÍCIA","2017-05-05","165/1.16.0001873-8"
"PERÍCIA","2017-05-27",""
"PERÍCIA","2017-02-23",""
"PERÍCIA","2017-03-02",""
"JULGAMENTO","2017-02-15","0020923-33.2014.5.04.0030"
"INSTRUÇÃO","2017-02-22",""
"JULGAMENTO","2017-02-22","0021352-97.2014.5.04.0030"
"PERÍCIA","2017-04-20","001/1.17.0011245-8"
"PERÍCIA","2017-07-05","0022445-27.2016.5.04.0030"
"INSTRUÇÃO","2017-03-06",""
"JULGAMENTO","2017-03-29","5058071-39.2016.4.04.7100"
"INSTRUÇÃO","2017-03-08",""
"PERÍCIA","2017-04-25","5006223-89.2016.4.04.7107"
"INSTRUÇÃO","2018-03-16",""
"CONCILIAÇÃO","2019-05-24","001/1.19.0008835-6"
"UNA","2020-02-06","0000834-26.2019.5.21.0002"
"INICIAL","2017-05-03","0020281-55.2017.5.04.0030"
"PERÍCIA","2017-03-06","027/1.16.0007386-7"
"INICIAL","2017-03-07","0021553-81.2016.5.04.0204"
"PERÍCIA","2017-03-07",""
"INICIAL","2017-05-09","0020151-43.2017.5.04.0102"
"PERÍCIA","2017-05-17","0022447-94.2016.5.04.0030"
"PERÍCIA","2017-05-19","001/1.17.0021361-0"
"OITIVA DE TESTEMUNHAS","2017-05-23","0020943-68.2016.5.04.0122"
"PERÍCIA","2017-03-09",""
"PERÍCIA","2017-03-10",""
"JULGAMENTO","2017-03-10","0021129-40.2016.5.05.0333"
"OITIVA DE TESTEMUNHAS","2017-03-13",""
"PERÍCIA","2017-03-14","001/1.16.0054193-4"
"PERÍCIA","2017-03-20","0021553-81.2016.5.04.0204"
"PERÍCIA","2017-03-21","5027300-78.2016.4.04.7100"
"JULGAMENTO","2017-03-20","MS0022128-22.2016.5.04.0000"
"JULGAMENTO","2017-03-22","0021776-42.2014.5.04.0030"
"PERÍCIA","2017-03-23","0021297-56.2016.5.04.0102"
"PERÍCIA","2017-03-28","0021108-03.2016.5.04.0030"
"PERÍCIA","2017-03-29",""
"PERÍCIA","2017-03-15",""
"SUSTENTAÇÃO ORAL","2017-06-13","0021500-31.2015.5.04.0012"
"INSTRUÇÃO","2019-04-24","0000468-58.2016.5.07.0009"
"INSTRUÇÃO","2018-06-05","0001905-58.2016.5.07.0002"
"INSTRUÇÃO","2020-02-28","0020530-69.2018.5.04.0030"
"INICIAL","2017-03-15","0022512-89.2016.5.04.0030"
"PERÍCIA","2018-04-04",""
"JULGAMENTO","2018-04-05","1679866"
"INSTRUÇÃO","2017-06-20","5010866-14.2016.4.04.7100"
"CONCILIAÇÃO","2017-03-24",""
"JULGAMENTO","2017-03-30","001/1.14.0037894-0"
"CONCILIAÇÃO","2019-08-26","9041433-02.2019.8.21.0001"
"PERÍCIA","2017-04-18",""
"PERÍCIA","2017-03-15","NÃOINFORMADO"
"PERÍCIA","2017-03-16","001/1.14.0166413-0"
"PERÍCIA","2017-03-17","001/1.15.0179358-7"
"JULGAMENTO","2017-03-16","0020126-23.2015.5.04.0030"
"INSTRUÇÃO","2018-11-14","0022551-86.2016.5.04.0030"
"JULGAMENTO","2017-03-07","5045310-73.2016.4.04.7100"
"INICIAL","2017-03-16","0021634-26.2016.5.04.0561"
"PERÍCIA","2017-04-27","0020245-56.2016.5.04.0124"
"PERÍCIA","2017-03-28","001/1.17.0021361-0"
"INICIAL","2017-03-21",""
"JULGAMENTO","2017-04-27","0020126-23.2015.5.04.0030"
"INSTRUÇÃO","2017-03-21","0022242-02.2015.5.04.0030"
"PERÍCIA","2017-05-09","0022551-86.2016.5.04.0030"
"PERÍCIA","2017-05-11","0020152-25.207.5.04.0103"
"PERÍCIA","2017-05-15","0022606-37.2016.5.04.0030"
"SUSTENTAÇÃO ORAL","2017-04-25","0021036-88.2015.5.04.0761"
"PERÍCIA","2017-05-18","001/1.15.0167968-7"
"PERÍCIA","2017-05-22",""
"PERÍCIA","2017-05-23","001/1.15.0090687-6"
"JULGAMENTO","2017-03-23","0020126-23.2015.5.04.0030"
"JULGAMENTO","2017-03-23","001/1.15.0090006-1"
"JULGAMENTO","2017-03-29","0020069-39.2014.5.04.0030"
"JULGAMENTO","2017-06-14","0021385.62.2014.5.04.0006"
"INSTRUÇÃO","2017-03-23",""
"INSTRUÇÃO","2019-05-21","0001837-65.2017.5.07.0005"
"INSTRUÇÃO","2018-08-27","0001435-57.2017.5.07.0013"
"INSTRUÇÃO","2019-05-07","0021632-81.2017.5.04.0024"
"PERÍCIA","2017-03-22","001/1.16.0154192-0"
"PERÍCIA","2017-04-06",""
"PERÍCIA","2017-10-04","0022606-37.2016.5.04.0030"
"JULGAMENTO","2017-03-28","50512775920164040000"
"JULGAMENTO","2017-04-19","47114820178217000"
"INSTRUÇÃO","2017-05-22","001/1.16.0054049-0"
"INSTRUÇÃO","2017-05-22","001/1.16.0104462-4"
"INSTRUÇÃO","2017-05-22","001/1.15.0042436-7"
"PERÍCIA","2017-04-11","001/1.17.0010429-3"
"PERÍCIA","2017-04-13",""
"PERÍCIA","2017-03-30",""
"INICIAL","2017-04-17","0020287-69.2017.5.04.0351"
"PERÍCIA","2017-04-19","0021518-61.2016.5.04.0030"
"PERÍCIA","2017-04-24","033/1.15.0008506-5"
"PERÍCIA","2017-04-28",""
"JULGAMENTO","2017-03-30","0020446-73.2015.5.04.0030"
"PERÍCIA","2017-04-28",""
"INICIAL","2017-05-16","0020280-78.2017.5.04.0383"
"PERÍCIA","2017-05-19","5076259-17.2015.4.04.7100"
"JULGAMENTO","2017-03-30","182793420178217000"
"INICIAL","2017-05-23","0020435-73.2017.5.04.0030"
"PERÍCIA","2017-03-31","750"
"PERÍCIA","2017-04-03",""
"INICIAL","2017-05-24","0020454-79.2017.5.04.0030"
"PERÍCIA","2017-05-25","001/1.17.0021912-0"
"PERÍCIA","2017-04-05",""
"PERÍCIA","2017-04-06",""
"JULGAMENTO","2017-04-05","0020923-33.2014.5.04.0030"
"PERÍCIA","2017-05-30","001/1.16.0154192-0"
"PERÍCIA","2017-06-14",""
"INSTRUÇÃO","2017-04-06",""
"OITIVA DE TESTEMUNHAS","2017-08-02","CP0020086-30.2017.5.04.0302"
"INICIAL","2017-06-29","0020585-02.2017.5.04.0403"
"INSTRUÇÃO","2018-07-24","0020754-62.2017.5.04.0411"
"INSTRUÇÃO","2017-07-03","001/1.15.0097780-3"
"JULGAMENTO","2017-05-16","5008981-96.2015.4.04.7100"
"PERÍCIA","2017-10-31","004/1.16.0006141-9"
"INICIAL","2017-04-19","5002307-05.2015.4.04.7100"
"INICIAL","2017-04-19","0021776-42.2014.5.04.0030"
"PERÍCIA","2017-11-22","001/1.12.0293048-5"
"JULGAMENTO","2017-04-05","0020422-05.2015.5.04.0205"
"OITIVA DE TESTEMUNHAS","2018-04-25","CP0020455-24.2017.5.04.0011"
"INICIAL","2017-04-10","0020132-59.2017.5.04.0030"
"SUSTENTAÇÃO ORAL","2017-08-10","0001072-72.2014.5.07.0014"
"INSTRUÇÃO","2017-09-11","0021059-37.2016.5.04.0102"
"SENTENÇA","2019-06-28","0021134-11.2018.5.04.0004"
"JULGAMENTO","2017-07-05",""
"INSTRUÇÃO","2017-07-13","0021299-20.2016.5.04.0104"
"INSTRUÇÃO","2018-01-22","0021844-94.2016.5.04.0232"
"INSTRUÇÃO","2018-01-29","0020954-51.2016.5.04.0008"
"INSTRUÇÃO","2018-03-19","0021835-68.2016.5.04.0027"
"PERÍCIA","2017-04-13",""
"PERÍCIA","2017-04-17","0022512-89.2016.5.04.0030"
"INSTRUÇÃO","2017-04-17",""
"PERÍCIA","2017-04-19","0021555-88.2016.5.04.0030"
"PERÍCIA","2017-04-19","0021844-94.2016.5.04.0232"
"JULGAMENTO","2017-04-20","0021938-37.2014.5.04.0030"
"INICIAL","2017-05-04","0020284-10.2017.5.04.0030"
"SUSTENTAÇÃO ORAL","2017-04-26","0000566-87-2013-5-04-0702"
"JULGAMENTO","2017-05-03","0020633.56.2015.5.04.0006"
"PERÍCIA","2017-05-18","026/1.16.0000034-0"
"PERÍCIA","2017-05-18","026/1.16.0000034-0"
"PERÍCIA","2017-05-23","779"
"JULGAMENTO","2017-04-25","01258-2007-019-04-00-0"
"PERÍCIA","2017-06-06","001/1.17.0021570-2"
"JULGAMENTO","2017-04-20","0022084-78.2014.5.04.0030"
"SUSTENTAÇÃO ORAL","2017-10-11","0001616-94.2013.5.07.0014"
"JULGAMENTO","2017-04-20","0001101-92.2013.5.04.0030"
"PERÍCIA","2017-06-13","001/1.17.0036482-1"
"OITIVA DE TESTEMUNHAS","2018-05-15","CP0011090-85.2017.5.15.0092"
"PERÍCIA","2017-06-20","001/1.17.0034488-0"
"PERÍCIA","2017-06-23","001/1.17.0036473-2"
"INSTRUÇÃO","2017-11-30","0020164-33.2017.5.04.0008"
"INSTRUÇÃO","2018-06-06","0021754-97.2016.5.04.0002"
"INSTRUÇÃO","2018-06-05","0022126-10.2016.5.04.0402"
"INICIAL","2017-07-19","0020443-34.2017.5.04.0003"
"INICIAL","2019-08-20","0021197-74.2019.5.04.0271"
"JULGAMENTO","2019-08-14","0021564-23.2015.5.04.0406"
"JULGAMENTO","2017-10-27","0021659-41.2015.5.04.0022"
"PERÍCIA","2017-05-09","0020221-15.2017.5.04.0020"
"INICIAL","2017-05-18","0020586-48.2017.5.04.0221"
"JULGAMENTO","2017-05-31","0020589.04.2015.5.04.0405"
"OITIVA DE TESTEMUNHAS","2017-06-08","CP0020475-09.2017.5.04.0401"
"INICIAL","2017-06-08","0021513-55.2016.5.04.0251"
"INICIAL","2017-06-13","0020255-21.2017.5.04.0721"
"INICIAL","2017-06-22","0020424-20.2017.5.04.0232"
"OITIVA DE TESTEMUNHAS","2017-06-27","CP1000343-78.2017.5.02.0332"
"INSTRUÇÃO","2018-04-17","0020221-15.2017.5.04.0020"
"INSTRUÇÃO","2017-04-25","0022447-31.2015.5.04.0030"
"INICIAL","2017-04-27",""
"PERÍCIA","2017-04-20",""
"PERÍCIA","2017-04-26","001/1.17.0021912-0"
"PERÍCIA","2017-04-28",""
"JULGAMENTO","2017-05-03","0020515-08.2015.5.04.0030"
"OITIVA DE TESTEMUNHAS","2017-05-03","0020114-72.2016.5.04.0030"
"PERÍCIA","2017-05-09",""
"PERÍCIA","2017-05-10","001/1.17.0010429-3"
"PERÍCIA","2017-06-02","0020223-52.2017.5.04.0030"
"PERÍCIA","2017-05-11",""
"PERÍCIA","2017-05-18","001/1.17.0023394-8"
"PERÍCIA","2017-04-24","0021669-63.2016.5.04.0406"
"PERÍCIA","2017-04-25",""
"JULGAMENTO","2017-06-28","67119- 75.2017.8.21.7000"
"INSTRUÇÃO","2018-08-03","0020284-10.2017.5.04.0030"
"INSTRUÇÃO","2020-04-29","0001662-80.2017.5.07.0002"
"INSTRUÇÃO","2018-08-27","0021754-21.2017.5.04.0404"
"INSTRUÇÃO","2018-01-25","0000891-91.2016.5.07.0017"
"JULGAMENTO","2017-05-30","5000545.51.2016.4.04.7121"
"INICIAL","2017-06-27","0020725-88.2017.5.04.0030"
"INICIAL","2017-06-27","0020736-20.2017.5.04.0030"
"INICIAL","2017-06-27","0020726-73.2017.5.04.0030"
"JULGAMENTO","2017-05-17","5003182-06.2015.4.04.7122"
"JULGAMENTO","2017-04-27","331787-08.2016.8.21.7000"
"INICIAL","2017-06-28","0020734-50.2017.5.04.0030"
"OITIVA DE TESTEMUNHAS","2017-06-26","CP1000107-52.2017.5.02.0001"
"PERÍCIA","2017-07-12","0020233-96.2017.5.04.0030"
"PERÍCIA","2017-11-14","0020281-55.2017.5.04.0030"
"OITIVA DE TESTEMUNHAS","2017-08-31","CP0000074-74.2017.5.09.0651"
"INSTRUÇÃO","2018-06-21","0021540-46.2016.5.04.0022"
"INICIAL","2017-09-11","0020549-21.2017.5.04.0027"
"INSTRUÇÃO","2018-02-21","0020190-13.2017.5.04.0014"
"INSTRUÇÃO","2018-03-13","0020303-25.2017.5.04.0512"
"INSTRUÇÃO","2018-06-26","0020278-03.2017.5.04.0030"
"INSTRUÇÃO","2018-06-08","0020233-96.2017.5.04.0030"
"INSTRUÇÃO","2018-07-03","0020281-55.2017.5.04.0030"
"INSTRUÇÃO","2017-05-05","0022404-94.2015.5.04.0030"
"PERÍCIA","2017-05-08","5012226-60.2016.4.04.7107"
"SUSTENTAÇÃO ORAL","2017-05-11","0020916-41.2014.5.04.0030"
"JULGAMENTO","2017-05-09","0021565-28.2016.5.04.0000"
"PERÍCIA","2017-05-16",""
"JULGAMENTO","2017-05-15","0020365-49.2017.5.04.0000"
"JULGAMENTO","2017-05-15","0022347-35.2016.5.04.0000"
"JULGAMENTO","2017-05-16","0062207.74.2010.8.24.0023"
"PERÍCIA","2017-05-25","0022198-46.2016.5.04.0030"
"PERÍCIA","2017-05-31","001/1.17.0021570-2"
"JULGAMENTO","2017-05-25","70072609852"
"INSTRUÇÃO","2018-08-28","0020238-63.2017.5.04.0404"
"PERÍCIA","2017-06-28","001/1.17.0036479-1"
"JULGAMENTO","2017-06-29","123238- 56.2017.8.21.7000"
"JULGAMENTO","2018-05-22","1666195"
"UNA","2018-05-23","0021867-06.2016.5.04.0017"
"INICIAL","2017-07-11","0020317-63.2017.5.04.0009"
"INSTRUÇÃO","2018-06-19","0022270-81.2016.5.04.0402"
"INSTRUÇÃO","2020-03-09","0001844-57.2017.5.07.0005"
"PERÍCIA","2017-05-04","010/1.14.0035956-2"
"PERÍCIA","2017-05-05","001/1.16.0012631-7"
"PERÍCIA","2017-05-08","0020287-69.2017.5.04.0351"
"PERÍCIA","2017-05-08","0021634-26.2016.5.04.0561"
"JULGAMENTO","2017-05-24","96579-10.2017.8.21.7000"
"INICIAL","2017-06-28","0020730-13.2017.5.04.0030"
"JULGAMENTO","2017-05-25","64233-06.2017.8.21.7000"
"INSTRUÇÃO","2017-11-07","0020840-21.2016.5.04.0006"
"PERÍCIA","2017-05-10","5002531-48.2017.4.04.7107"
"OITIVA DE TESTEMUNHAS","2017-12-11","CP0020857-63.2017.5.04.0122"
"INICIAL","2017-07-12","0020495-62.2017.5.04.0251"
"INSTRUÇÃO","2017-08-15","0020569-40.2016.5.04.0029"
"INICIAL","2017-07-04","0020569-51.2017.5.04.0014"
"PERÍCIA","2017-05-09",""
"INICIAL","2017-06-29","0020734-89.2017.5.04.0405"
"CONCILIAÇÃO","2017-05-23","0021477.98.2014.5.04.0019"
"CONCILIAÇÃO","2017-05-23","0020603.55.2015.5.04.0221"
"CONCILIAÇÃO","2017-05-23","0020601.22.2014.5.04.0221"
"OITIVA DE TESTEMUNHAS","2017-05-24","CP0020323-86.2017.5.04.0521"
"CONCILIAÇÃO","2017-05-25","0020094.27.2015.5.04.0221"
"INICIAL","2017-06-02","0020585-69.2017.5.04.0025"
"INSTRUÇÃO","2017-10-18","0020408-44.2017.5.04.0401"
"INSTRUÇÃO","2018-03-08","0021302.55.2014.5.04.0003"
"INSTRUÇÃO","2018-03-20","0020250-55.2017.5.04.0282"
"JULGAMENTO","2017-05-17","0020547-35.2017.5.04.0000"
"PERÍCIA","2017-05-24","5002340-12.2017.4.04.7104"
"INICIAL","2017-06-06","0020479-07.2017.5.04.0511"
"PERÍCIA","2017-05-26","5017954-69.2017.4.04.7100"
"PERÍCIA","2017-06-07",""
"OITIVA DE TESTEMUNHAS","2017-06-26","CP0100263-86.2017.5.01.0003"
"SENTENÇA","2018-06-28","0000439-32-2012-5-06-0023"
"INSTRUÇÃO","2018-10-10","0021867-75.2017.5.04.0403"
"INSTRUÇÃO","2018-03-15","0021232-12.2017.5.04.0010"
"SUSTENTAÇÃO ORAL","2017-05-11","0022101-17.2014.5.04.0030"
"SENTENÇA","2019-06-28","0021218-74.2017.5.04.0124"
"JULGAMENTO","2017-05-30","5044942-64.2016.4.04.7100"
"INSTRUÇÃO","2017-05-12","0022433-47.2015.5.04.0030"
"SENTENÇA","2018-05-09","0000758.22.2015.5.06.0014"
"INSTRUÇÃO","2019-09-02","0020922-09.2018.5.04.0030"
"INICIAL","2019-09-05","0020645-89.2019.5.04.0019"
"OITIVA DE TESTEMUNHAS","2018-11-22","1000427-92.2018.5.02.0090"
"CONCILIAÇÃO","2017-05-24","0020160.53.2014.5.04.0023"
"INICIAL","2017-06-12","0000168-32.2017.5.09.0001"
"OITIVA DE TESTEMUNHAS","2017-06-19","CP1000399-38.2017.5.02.0712"
"INICIAL","2017-06-27","0020644-14.2017.5.04.0007"
"INSTRUÇÃO","2018-03-27",""
"OITIVA DE TESTEMUNHAS","2017-07-11","CP0020374-23.2017.5.04.0384"
"PERÍCIA","2017-05-18","0021703-02.2016.5.04.0030"
"PERÍCIA","2017-05-18","001/1.15.0127484-9"
"INICIAL","2017-07-13","0020633-16.2017.5.04.0029"
"OITIVA DE TESTEMUNHAS","2017-07-18","CP0020965-33.2017.5.04.0271"
"INICIAL","2017-07-25","0020602-11.2017.5.04.0024"
"INSTRUÇÃO","2017-08-10",""
"INSTRUÇÃO","2017-10-02","0021355-53.2016.5.04.0104"
"INSTRUÇÃO","2017-11-06","0020436-61.2017.5.04.0029"
"INSTRUÇÃO","2018-03-22","0020272-02.2017.5.04.0028"
"SUSTENTAÇÃO ORAL","2017-05-18","0021170-80.2014.5.04.0202"
"INICIAL","2017-07-03","0020670-12.2017.5.04.0007"
"PERÍCIA","2017-05-22","001/1.17.0021917-1"
"PERÍCIA","2017-07-07","001/1.16.0073004-4"
"JULGAMENTO","2017-05-25","0001475-93.2012.5.04.0305"
"PERÍCIA","2017-07-11","001/1.16.0143829-0"
"PERÍCIA","2017-06-01","0020278-03.2017.5.04.0030"
"SUSTENTAÇÃO ORAL","2017-05-31","0020443.94.2014.5.04.0017"
"PERÍCIA","2017-06-05","50222114020174047100"
"PERÍCIA","2017-06-07","001/1.14.0278229-3"
"PERÍCIA","2017-06-07",""
"INSTRUÇÃO","2018-07-18","0020457-37.2017.5.04.0029"
"PERÍCIA","2019-12-02","0021011-95.2019.5.04.0030"
"JULGAMENTO","2017-06-29","142603-96.2017.8.21.7000"
"INICIAL","2017-05-22","0020247-55.2017.5.04.0103"
"INICIAL","2018-03-15","0021485-97.2017.5.04.0204"
"INICIAL","2017-07-10","0020711-37.2017.5.04.0020"
"INSTRUÇÃO","2017-05-23","0022458-60.2015.5.04.0030"
"INSTRUÇÃO","2017-08-16","0021554-61.2015.5.04.0023"
"SUSTENTAÇÃO ORAL","2018-02-08","0010138-74-2012-5-07-0005"
"JULGAMENTO","2018-02-07",""
"INSTRUÇÃO","2019-06-05","0021867-75.2017.5.04.0403"
"INICIAL","2017-07-10","0020381-33.2017.5.04.0281"
"INICIAL","2017-07-10","0020381-33.2017.5.04.0281"
"INICIAL","2017-07-11","0020688-33.2017.5.04.0007"
"INICIAL","2017-07-13","0020701-21.2017.5.04.0334"
"INICIAL","2017-07-13","0020713-19.2017.5.04.0016"
"INICIAL","2017-07-20","0020639-23.2017.5.04.0029"
"PERÍCIA","2017-08-18","001/1.16.0141320-4"
"INICIAL","2017-07-24","0020654-89.2017.5.04.0029"
"SUSTENTAÇÃO ORAL","2017-08-09","0001139-88.2015.5.07.0018"
"INSTRUÇÃO","2017-05-24","0021047-26.2016.5.04.0101"
"PERÍCIA","2017-05-23","5000471-14.2017.4.04.7104"
"JULGAMENTO","2017-05-24","5011815-34-2013.4.04.7200"
"INICIAL","2017-07-26","0020858-42.2017.5.04.0221"
"SUSTENTAÇÃO ORAL","2017-08-28","0001832-82.2013.5.07.0005"
"INICIAL","2017-07-27","0020822-36.2017.5.04.0403"
"INICIAL","2017-08-08","0020640-23.2017.5.04.0024"
"INICIAL","2017-10-03","0020610-80.2017.5.04.0252"
"PERÍCIA","2017-07-05","001/1.17.0036446-5"
"INSTRUÇÃO","2017-06-05","0020859-58.2016.5.04.0028"
"INICIAL","2017-06-20","0020528-37.2017.5.04.0741"
"INICIAL","2017-06-14","0020754-62.2017.5.04.0411"
"PERÍCIA","2017-07-11","001/1.16.0157166-7"
"INICIAL","2017-10-09","0020679-11.2017.5.04.0027"
"OITIVA DE TESTEMUNHAS","2017-10-09","CP0100556-34.2017.5.01.0075"
"PERÍCIA","2017-08-08","9017432-21.2017.8.21.0001"
"INSTRUÇÃO","2018-03-21","0020402-30.2017.5.04.0371"
"OITIVA DE TESTEMUNHAS","2018-08-01","0010694-11.2018.5.03.0027"
"PERÍCIA","2018-10-06","5006724-93.2018.4.04.7100"
"INICIAL","2017-07-24","0020749-61.2017.5.04.0016"
"JULGAMENTO","2019-11-28",""
"OITIVA DE TESTEMUNHAS","2017-07-26","CP0000658-59.2017.5.12.0037"
"INSTRUÇÃO","2018-05-10","0000723.80.2015.5.06.0008"
"JULGAMENTO","2018-02-21",""
"INSTRUÇÃO","2017-05-26","0022536-54.2015.5.04.0030"
"PERÍCIA","2017-06-20","001/1.16.0023658-9"
"INSTRUÇÃO","2017-07-04","5044303-46.2016.4.04.7100"
"INICIAL","2017-08-17","0020738-56.2017.5.04.0008"
"CONCILIAÇÃO","2017-10-31","0021487-26.2015.5.04.0014"
"PERÍCIA","2017-07-03","5007173-83.2016.4.04.7112"
"PERÍCIA","2017-05-26","001/1.16.0039033-2"
"JULGAMENTO","2017-06-01","0001179-86.2013.5.04.0030"
"INICIAL","2017-06-01","0020697-32.2017.5.04.0221"
"INICIAL","2017-06-14","0020697-38.2017.5.04.0025"
"CONCILIAÇÃO","2017-06-14","0020546-24.2016.5.04.0020"
"INICIAL","2017-08-31","0020701-50.2017.5.04.0001"
"INICIAL","2017-08-31","0020663-38.2017.5.04.0001"
"UNA","2017-10-16","0020689-79.2017.5.04.0019"
"OITIVA DE TESTEMUNHAS","2017-11-08","CP0020551-26.2017.5.04.0371"
"OITIVA DE TESTEMUNHAS","2017-11-14","CP1000327-05.2017.5.02.0501"
"OITIVA DE TESTEMUNHAS","2017-11-21","CP0020618-52.2017.5.04.0771"
"INSTRUÇÃO","2018-01-23","0021229-82.2016.5.04.0401"
"INICIAL","2017-06-21","0020666-48.2017.5.04.0015"
"INICIAL","2017-06-27","0020685-21.2017.5.04.0026"
"PERÍCIA","2017-06-02",""
"PERÍCIA","2017-06-05","9013805-09.2017.8.21.0001"
"INSTRUÇÃO","2017-06-07","0020255-91.2016.5.04.0030"
"PERÍCIA","2017-06-13","5022211-40.2017.4.04.7100"
"INSTRUÇÃO","2017-07-03","0020273-02.2016.5.04.0002"
"INICIAL","2017-07-03","0020478-82.2017.5.04.0103"
"INICIAL","2017-07-04","0020676-53.2017.5.04.0028"
"JULGAMENTO","2017-07-05",""
"PERÍCIA","2018-07-23","5002183-05.2018.4.04.7104"
"JULGAMENTO","2017-06-01","0021170-80.2014.5.04.0202"
"PERÍCIA","2017-06-02",""
"PERÍCIA","2017-06-02",""
"PERÍCIA","2018-10-04","1001633.03.2016.5.02.0482"
"INSTRUÇÃO","2018-09-05","0000733-03.2015.5.07.0007"
"INICIAL","2017-07-31","0020970-41.2017.5.04.0405"
"JULGAMENTO","2017-08-09",""
"JULGAMENTO","2017-05-31","107092-37.2017.8.21.7000"
"SUSTENTAÇÃO ORAL","2017-06-21",""
"INSTRUÇÃO","2018-06-07","0020585-69.2017.5.04.0025"
"INICIAL","2017-07-18","0020263-86.2017.5.040821"
"INSTRUÇÃO","2018-06-28","0020697-32.2017.5.04.0221"
"INICIAL","2017-07-25","0020573-95.2017.5.04.0141"
"JULGAMENTO","2017-06-01","0020664-38.2014.5.04.0030"
"INICIAL","2017-07-25","0020113-11.2017.5.04.0141"
"INICIAL","2017-08-21","0020766-27.2017.5.04.0007"
"JULGAMENTO","2017-09-15","0020859-58.2016.5.04.0028"
"INSTRUÇÃO","2017-10-26","0020968-23.2016.5.04.0303"
"OITIVA DE TESTEMUNHAS","2017-12-14","CP0020799-84.2017.5.04.0405"
"INSTRUÇÃO","2017-06-06",""
"INSTRUÇÃO","2018-01-30","0020494-15.2017.5.04.0401"
"INSTRUÇÃO","2017-06-07","0022659-52.2015.5.04.0030"
"JULGAMENTO","2017-06-07","5067174-70.2016.4.04.7100"
"JULGAMENTO","2017-06-21",""
"SUSTENTAÇÃO ORAL","2017-06-13",""
"JULGAMENTO","2017-06-21",""
"JULGAMENTO","2017-06-21",""
"PERÍCIA","2017-06-27",""
"PERÍCIA","2017-06-30","5022258-14.2017.4.04.7100"
"PERÍCIA","2017-06-13","0020535-31.2017.5.04.0029"
"CONCILIAÇÃO","2017-06-28","0021411.51.2014.5.04.0203"
"OITIVA DE TESTEMUNHAS","2017-06-27","CP0020509-45.2017.5.04.0801"
"INICIAL","2017-07-05","0020581-71.2017.5.04.0303"
"INICIAL","2017-07-21","0020960-55.2017.5.04.0030"
"PERÍCIA","2017-08-02",""
"INSTRUÇÃO","2019-05-22","0021799-40.2017.5.04.0011"
"PERÍCIA","2017-06-05",""
"PERÍCIA","2017-06-06","001/1.15.0052089-7"
"JULGAMENTO","2017-07-06",""
"INICIAL","2017-07-05","0020596-27.2017.5.04.0372"
"INICIAL","2017-08-08","0020552-39.2017.5.04.0103"
